Wavelength,Excitation,Emission
544,19.55983841,0
545,20.17248147,0
546,20.50082382,0
547,21.24183426,0
548,21.65428556,0
549,22.29525947,0
550,22.78857313,0
551,23.695521,0
552,24.40434039,0
553,24.98834499,0
554,26.04942602,0
555,26.8696566,0
556,27.93440393,0
557,28.82019114,0
558,29.87409717,0
559,31.08164934,0
560,32.16014128,0
561,33.05899774,0
562,34.08017235,0
563,35.40838247,0
564,36.4317105,0
565,37.50394879,0
566,38.65175379,0
567,39.92341157,0
568,41.45687072,0
569,42.34941759,0
570,43.56906149,0
571,44.50926505,0
572,45.89150695,0
573,46.50710254,0
574,47.67265349,0
575,48.61870537,0
576,49.20985681,0
577,49.92310016,0
578,50.46491098,0
579,51.21919551,0
580,52.02036238,0
581,52.34094257,0
582,53.07979067,0
583,53.47628705,0
584,54.10789857,0
585,54.79961107,0
586,55.38981441,0
587,56.22543818,0
588,56.85534511,0
589,57.26249283,0
590,58.13241862,0
591,58.92234678,0
592,59.2101095,0
593,59.8782306,0
594,60.81455639,0
595,61.82171239,0
596,62.50053164,0
597,63.64347621,0
598,64.62727852,0
599,66.2861085,0
600,68.05142931,4.135609181
601,69.43003686,4.513669015
602,71.10226823,4.774767916
603,73.41623776,4.966736753
604,74.91391736,5.114260755
605,77.3577374,5.286508075
606,79.44102976,5.539961461
607,81.86526982,5.739190981
608,83.56090205,5.981653298
609,85.68273831,6.26052739
610,88.07842323,6.835123481
611,90.23596724,7.273080694
612,91.67372815,8.059310525
613,93.50065045,8.816719312
614,95.38314496,9.668011235
615,96.3193811,10.86846579
616,97.88808386,12.14659798
617,98.71063814,13.61314494
618,99.44874067,15.24737254
619,99.6881834,17.08539179
620,100,19.16737041
621,99.78628668,21.44909103
622,99.55195489,23.63302812
623,98.95609264,26.12318073
624,97.98190939,28.69192749
625,96.86623681,31.88888319
626,95.56411331,35.64046903
627,93.49260365,39.06799375
628,91.75240443,42.58319641
629,89.58521585,46.34572584
630,87.1039251,50.06879024
631,84.08081041,54.42918451
632,81.17223091,57.71475386
633,78.30236206,61.85619786
634,75.43501497,66.20552257
635,71.9041699,70.33292708
636,68.50774594,74.18564697
637,64.75652835,78.18960652
638,61.23811035,81.89070718
639,56.89224041,85.63911878
640,53.22879295,88.76831372
641,48.95352212,91.42415858
642,45.5648343,93.59970436
643,42.34975043,96.32345441
644,39.4688301,97.52470722
645,35.97073132,98.75642189
646,33.02636736,100
647,29.96753948,99.75081779
648,27.58034115,98.95509648
649,25.06952677,98.58561661
650,22.9816794,97.89496043
651,20.94224132,96.37547097
652,19.03184948,95.52384596
653,17.20448633,94.39768741
654,15.56025705,92.45302293
655,14.43333684,90.7303195
656,13.38225894,88.54751394
657,12.47033252,85.59298044
658,11.65553123,83.13185524
659,10.7861323,79.92707757
660,10.27621443,76.59757125
661,9.892218301,73.9078367
662,9.543010815,71.32725876
663,9.088471542,68.77389079
664,9.061890178,66.47340807
665,8.797088719,63.51719359
666,8.387242026,60.85786557
667,8.257630432,57.56653032
668,8.214247886,55.62251019
669,8.082528671,53.50074796
670,8.042850007,52.6033091
671,0,50.7590875
672,0,49.38375793
673,0,48.02613511
674,0,46.52338032
675,0,45.01416714
676,0,43.50925956
677,0,42.00327558
678,0,41.4980092
679,0,40.50087554
680,0,39.77497284
681,0,38.98199859
682,0,38.73302909
683,0,38.50793834
684,0,38.2828476
685,0,38.05775686
686,0,37.83266612
687,0,37.56806924
688,0,37.4614969
689,0,37.11788776
690,0,36.43931811
691,0,35.96973775
692,0,36.28499602
693,0,35.81304992
694,0,35.61176758
695,0,35.00307886
696,0,34.97408676
697,0,34.94430914
698,0,34.20422194
699,0,33.96786992
700,0,33.75443166
701,0,33.67282802
702,0,33.04850785
703,0,33.10107739
704,0,32.56729068
705,0,32.26162235
706,0,31.35018078
707,0,31.72453976
708,0,31.64454957
709,0,30.51328517
710,0,30.18618683
711,0,29.61275798
712,0,29.25789769
713,0,28.73649128
714,0,28.74616778
715,0,28.09648629
716,0,27.7347874
717,0,27.07631128
718,0,26.60497634
719,0,25.62743137
720,0,25.26102036
721,0,24.8463978
722,0,24.28398615
723,0,23.2128152
724,0,22.5292779
725,0,21.73650179
726,0,20.86881277
727,0,20.01632171
728,0,19.71688211
729,0,18.63820484
730,0,18.18734436
731,0,17.13168693
732,0,16.98373816
733,0,16.06671801
734,0,15.51065385
735,0,15.44096778
736,0,14.81045346
737,0,14.65059971
738,0,14.34174
739,0,13.9029824
740,0,13.63663877
741,0,13.31572394
742,0,13.02398942
743,0,12.77415656
744,0,12.2111205
745,0,11.8487456
746,0,11.83821821
747,0,11.48702854
748,0,11.17109772
749,0,11.46645791
750,0,10.94473556
751,0,0
752,0,0
753,0,0
754,0,0
755,0,0
756,0,0
757,0,0
758,0,0
759,0,0
760,0,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,0,0
832,0,0
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
